Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
488,Mysore,Mysore (Bandipalya),Grapes,Green,FAQ,2500,3500,3500,06 Apr 2023
489,Mysore,Mysore (Bandipalya),Grapes,Black,FAQ,2000,2500,2500,05 Apr 2023
490,Mysore,Mysore (Bandipalya),Grapes,Green,FAQ,3000,3000,3000,05 Apr 2023
491,Mysore,Mysore (Bandipalya),Grapes,Green,FAQ,2500,3600,3000,04 Apr 2023
492,Mysore,Mysore (Bandipalya),Grapes,Black,FAQ,1600,2000,1800,03 Apr 2023
493,Mysore,Mysore (Bandipalya),Grapes,Green,FAQ,2500,3500,3000,03 Apr 2023
494,Mysore,Mysore (Bandipalya),Grapes,Green,FAQ,2800,3300,3000,01 Apr 2023
495,Mysore,Mysore (Bandipalya),Grapes,Green,FAQ,3260,3260,3260,31 Mar 2023
496,Udupi,Udupi,Grapes,Green,FAQ,6500,7000,6800,30 Aug 2023
497,Udupi,Udupi,Grapes,Green,FAQ,6900,7000,7000,12 Jul 2023
498,Udupi,Udupi,Grapes,Green,FAQ,6900,7000,7000,10 Jul 2023
499,Udupi,Udupi,Grapes,Green,FAQ,6900,7000,7000,26 Jun 2023
500,Udupi,Udupi,Grapes,Green,FAQ,5500,6000,5800,17 Jun 2023
501,Udupi,Udupi,Grapes,Green,FAQ,5500,6000,5800,16 Jun 2023
502,Udupi,Udupi,Grapes,Green,FAQ,5500,6000,5800,15 Jun 2023
503,Udupi,Udupi,Grapes,Green,FAQ,5500,6000,5800,14 Jun 2023
504,Udupi,Udupi,Grapes,Green,FAQ,6000,7000,6500,12 Jun 2023
505,Udupi,Udupi,Grapes,Green,FAQ,6000,7000,6500,07 Jun 2023
506,Udupi,Udupi,Grapes,Green,FAQ,6000,6500,6200,31 May 2023
507,Udupi,Udupi,Grapes,Green,FAQ,6000,7000,6500,26 May 2023
508,Udupi,Udupi,Grapes,Green,FAQ,6000,7000,6500,25 May 2023
509,Udupi,Udupi,Grapes,Green,FAQ,6000,7000,6500,24 May 2023
510,Udupi,Udupi,Grapes,Green,FAQ,4900,5000,5000,20 May 2023
511,Udupi,Udupi,Grapes,Green,FAQ,4900,5000,5000,19 May 2023
512,Udupi,Udupi,Grapes,Green,FAQ,4900,5000,5000,18 May 2023
513,Udupi,Udupi,Grapes,Green,FAQ,4900,5000,5000,17 May 2023
514,Udupi,Udupi,Grapes,Green,FAQ,4400,4500,4500,16 May 2023
515,Udupi,Udupi,Grapes,Green,FAQ,4400,4500,4500,15 May 2023
516,Udupi,Udupi,Grapes,Green,FAQ,4400,4500,4500,08 May 2023
517,Udupi,Udupi,Grapes,Green,FAQ,4400,4500,4500,04 May 2023
518,Udupi,Udupi,Grapes,Green,FAQ,4400,4500,4500,03 May 2023
519,Udupi,Udupi,Grapes,Green,FAQ,4400,4500,4500,26 Apr 2023
520,Udupi,Udupi,Grapes,Green,FAQ,3500,4000,3800,24 Apr 2023
521,Udupi,Udupi,Grapes,Green,FAQ,3500,4000,3800,21 Apr 2023
522,Udupi,Udupi,Grapes,Green,FAQ,3500,4000,3800,20 Apr 2023
523,Udupi,Udupi,Grapes,Green,FAQ,3500,4000,3800,19 Apr 2023
524,Udupi,Udupi,Grapes,Green,FAQ,4500,6500,5500,18 Apr 2023
525,Udupi,Udupi,Grapes,Green,FAQ,4500,6500,5500,15 Apr 2023
526,Udupi,Udupi,Grapes,Green,FAQ,4500,6500,5500,12 Apr 2023
527,Udupi,Udupi,Grapes,Green,FAQ,4000,7000,5000,05 Apr 2023
528,Udupi,Udupi,Grapes,Green,FAQ,4000,7000,6000,03 Apr 2023
529,Udupi,Udupi,Grapes,Green,FAQ,4000,7000,6000,01 Apr 2023
530,Udupi,Udupi,Grapes,Green,FAQ,4000,7000,6000,29 Mar 2023
